track_name,artist,track_pop,artist_pop,duration,danceability,energy,acousticness,instrumentalness,liveness,valence,link
Black,Pearl Jam,77,78,5.710883333333333,0.36,0.684,0.323,0.0,0.34,0.2,open.spotify.com/track/5Xak5fmy089t0FYmh3VJiY
Jeremy,Pearl Jam,74,78,5.303766666666666,0.285,0.846,0.0404,0.0,0.182,0.287,open.spotify.com/track/62nQ8UZVqR2RMvkJHkcO2o
Last Kiss,Pearl Jam,74,78,3.2577666666666665,0.622,0.692,0.363,0.000158,0.193,0.774,open.spotify.com/track/0QnONzv3TvHAWk294h6DaQ
Better Man,Pearl Jam,47,78,4.479333333333333,0.434,0.71,0.0539,9.28e-06,0.0935,0.275,open.spotify.com/track/6TtyTD3kgyRiVPpY45gfkT
Yellow Ledbetter,Pearl Jam,44,78,5.053333333333334,0.496,0.471,0.307,4.64e-05,0.207,0.28,open.spotify.com/track/3Opz537W1MCVHShk0CgJHA
Wishlist,Pearl Jam,34,78,3.4366666666666665,0.63,0.36,0.0243,0.00543,0.105,0.145,open.spotify.com/track/3HxZmFYyoHFpBnhbEBagSz
State of Love and Trust,Pearl Jam,57,78,3.73,0.293,0.99,0.0185,0.0,0.482,0.377,open.spotify.com/track/6dnmovOCP7vG4ysCvX2ub4
Just Breathe,Pearl Jam,37,78,3.61555,0.466,0.345,0.718,8.74e-05,0.0867,0.291,open.spotify.com/track/3mQFj3pdKyArVUQRTxhQcH
Soldier of Love,Pearl Jam,63,78,2.9028833333333335,0.55,0.777,0.143,7.46e-06,0.981,0.751,open.spotify.com/track/0ll4shInilQVdYVrVVHpjB
Porch,Pearl Jam,59,78,3.5086666666666666,0.326,0.935,0.00372,7.55e-06,0.302,0.17,open.spotify.com/track/3zNkNyXEeDs2HeAZ0fYqxI
Oceans,Pearl Jam,57,78,2.6982166666666667,0.362,0.377,0.512,0.101,0.175,0.147,open.spotify.com/track/0LBmvPJYmtEJ7kkWvc3kbT
Canon Rock,Jerry C.,51,34,5.4028833333333335,0.393,0.925,4.64e-05,0.9,0.141,0.183,open.spotify.com/track/2uAgeOaBKGR9YCMnTbm4bJ
"Always with Me, Always with You",Joe Satriani,55,59,3.37555,0.575,0.295,0.484,0.703,0.0639,0.394,open.spotify.com/track/0NNep3grWO95CVGp04gMM4
Surfing with the Alien,Joe Satriani,58,59,4.439766666666666,0.392,0.936,0.000221,0.839,0.407,0.564,open.spotify.com/track/2ekfM9Dcslm7l9Lh7HGT0i
Unstoppable Momentum,Joe Satriani,30,59,5.23555,0.237,0.85,0.00039,0.888,0.114,0.458,open.spotify.com/track/6SPfnsAo5VDOFRyI6PlVDB
Somebody Told Me,The Killers,63,81,3.288,0.502,0.972,6.78e-05,0.000702,0.0627,0.729,open.spotify.com/track/3twNvmDtFQtAd5gMKedhLD
When You Were Young,The Killers,0,81,3.673766666666667,0.467,0.988,0.000152,0.0484,0.28,0.321,open.spotify.com/track/3gNGi2iUGHXGpBQHce6Nua
Human,The Killers,0,81,4.088666666666667,0.55,0.846,0.00129,0.00048,0.102,0.587,open.spotify.com/track/5rPkCmL9ZRJGVVDMEoNIpQ
Runaways,The Killers,0,81,4.086,0.406,0.845,0.00141,0.00384,0.0866,0.219,open.spotify.com/track/3bMH4Id7QOMUc7gDGUrrfN
Miss Atomic Bomb,The Killers,0,81,4.9126666666666665,0.558,0.726,0.0229,1.23e-05,0.227,0.385,open.spotify.com/track/06OYfrtoQwYk2Ju70MiBgS
Here Without You,3 Doors Down,0,74,3.976,0.551,0.543,0.0587,0.0,0.131,0.213,open.spotify.com/track/0mYPfHvPzoUZJ2puHRyzyf
Here With Me,The Killers,62,81,4.872,0.5,0.731,0.192,0.00045,0.158,0.112,open.spotify.com/track/3285RNj9TGVvWlP8tYojDH
Sex on Fire,Kings of Leon,71,78,3.3891,0.542,0.905,0.00172,0.0104,0.136,0.374,open.spotify.com/track/5A1FmxbYVRZKy4nc16MAue
Use Somebody,Kings of Leon,68,78,3.846,0.276,0.715,0.00552,0.000417,0.201,0.173,open.spotify.com/track/2TYC9SaRhYypUQzB1ZVTG2
Californication,Red Hot Chili Peppers,85,88,5.49555,0.592,0.767,0.0021,0.00165,0.127,0.328,open.spotify.com/track/48UPSzbZjgc449aqz8bxox
Under the Bridge,Red Hot Chili Peppers,85,88,4.4051,0.559,0.345,0.0576,0.000105,0.141,0.458,open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0
Can't Stop,Red Hot Chili Peppers,84,88,4.483333333333333,0.618,0.938,0.0179,0.0,0.167,0.875,open.spotify.com/track/3ZOEytgrvLwQaqXreDs2Jx
Snow (Hey Oh),Red Hot Chili Peppers,83,88,5.577766666666666,0.427,0.9,0.116,1.75e-05,0.119,0.599,open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO
Otherside,Red Hot Chili Peppers,82,88,4.256216666666667,0.458,0.795,0.00316,0.000202,0.0756,0.513,open.spotify.com/track/64BbK9SFKH2jk86U3dGj2P
Brendan's Death Song,Red Hot Chili Peppers,60,88,5.638883333333333,0.355,0.87,0.00998,0.000111,0.114,0.184,open.spotify.com/track/2pAho4WqtK5hQtgImHzT74
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,70,88,4.706666666666667,0.683,0.734,0.00112,0.0139,0.258,0.576,open.spotify.com/track/0PgNhIg5n0UAOBVn43b8b6
Dani California,Red Hot Chili Peppers,81,88,4.7026666666666666,0.556,0.913,0.0193,8.59e-06,0.346,0.73,open.spotify.com/track/10Nmj3JCNoMeBQ87uw5j8k
By the Way,Red Hot Chili Peppers,60,88,3.616216666666667,0.452,0.976,0.016,0.00631,0.0985,0.178,open.spotify.com/track/2t0ZYmVXMR36fchq1Egs2d
Dark Necessities,Red Hot Chili Peppers,77,88,5.033333333333333,0.7,0.742,0.0722,0.0199,0.11,0.197,open.spotify.com/track/2oaK4JLVnmRGIO9ytBE1bt
Scar Tissue,Red Hot Chili Peppers,51,88,3.5984333333333334,0.437,0.717,0.0779,0.00274,0.108,0.547,open.spotify.com/track/6sbE8RyxI6oj54IijF6dLE
Pink as Floyd,Red Hot Chili Peppers,51,88,4.896433333333333,0.407,0.493,0.0287,0.0,0.137,0.168,open.spotify.com/track/03GSskFw5AAKkwlOfiUMpR
With Or Without You - Remastered,U2,0,81,4.92525,0.541,0.437,0.000196,0.318,0.148,0.127,open.spotify.com/track/3yvlcIteooc31cPjyWPTw1
One,U2,0,81,4.6031,0.511,0.536,0.256,0.00265,0.122,0.357,open.spotify.com/track/3PKtemUKxiDBvBo7tpQ8bG
Beautiful Day,U2,77,81,4.14,0.536,0.928,0.0154,0.00134,0.2,0.389,open.spotify.com/track/0gzqZ9d1jIKo9psEIthwXe
I Still Haven't Found What I'm Looking For,U2,33,81,4.622216666666667,0.564,0.856,0.0114,0.00487,0.0977,0.634,open.spotify.com/track/7pdJaQzoXj3DusatwJwoEJ
Pride (In The Name Of Love),U2,34,81,3.8173333333333335,0.451,0.912,0.00192,0.000932,0.71,0.749,open.spotify.com/track/4TV3t4ogroSZSBPANJ31mE
Sunday Bloody Sunday,U2,55,81,4.666,0.343,0.985,0.409,0.00119,0.0517,0.724,open.spotify.com/track/6qa36OkEeQqGaWlOcpjlGD
Elevation,U2,30,81,3.7851,0.579,0.844,0.00111,0.000248,0.0501,0.383,open.spotify.com/track/1l7RHQ0BRR7L6SdqkayrR3
You’re The Best Thing About Me,U2,0,81,3.756666666666667,0.653,0.78,0.00258,1.14e-06,0.269,0.792,open.spotify.com/track/5wN725dVsyJSoSliCn9mRG
I'll Go Crazy If I Don't Go Crazy Tonight,U2,52,81,4.232433333333334,0.515,0.814,0.00896,1.31e-06,0.087,0.345,open.spotify.com/track/6Bxd6SGnWO0bTWCDYh4ZWk
VI. Solitary Shell,Dream Theater,42,65,5.798216666666667,0.565,0.841,0.0387,2.89e-05,0.14,0.662,open.spotify.com/track/5wrLsgTlT0OS2FKFLuN0XL
To Live Forever,Dream Theater,25,65,4.93955,0.527,0.768,0.0364,6.69e-06,0.14,0.186,open.spotify.com/track/6wZmT1ZGmn8UQ0ruo1AvKZ
I Walk Beside You,Dream Theater,24,65,4.47955,0.521,0.858,0.00275,0.0,0.0845,0.46,open.spotify.com/track/1xsARpcB8w4qrsQIylByGj
Take the Time,Dream Theater,49,65,8.348883333333333,0.347,0.893,7.39e-05,0.00294,0.0667,0.366,open.spotify.com/track/0t8JoPmxcwsWXWcsflNKxk
All Along the Watchtower,Jimi Hendrix,79,74,4.013333333333334,0.438,0.805,0.00255,5.69e-05,0.0842,0.564,open.spotify.com/track/2aoo2jlRnM3A0NyLQqMN2f
Purple Haze,Jimi Hendrix,74,74,2.8468833333333334,0.533,0.905,0.00876,0.578,0.0698,0.486,open.spotify.com/track/0wJoRiX5K5BxlqZTolB2LD
Hey Joe,Jimi Hendrix,73,74,3.502666666666667,0.346,0.768,0.00603,0.38,0.0244,0.532,open.spotify.com/track/0NWPxcsf5vdjdiFUI8NgkP
Voodoo Child (Slight Return),Jimi Hendrix,71,74,5.222883333333334,0.214,0.91,0.477,0.00833,0.0517,0.448,open.spotify.com/track/2AxCeJ6PSsBYiTckM0HLY7
The Wind Cries Mary,Jimi Hendrix,43,74,3.34155,0.481,0.488,0.346,0.00896,0.238,0.302,open.spotify.com/track/3kDr9IUhx0tHyyzaSCLLHB
Castles Made of Sand,Jimi Hendrix,41,74,2.783333333333333,0.46,0.712,0.427,0.0164,0.518,0.473,open.spotify.com/track/67J8yUyGgdq6tqethoVz7O
Bold as Love,Jimi Hendrix,38,74,4.198883333333334,0.366,0.702,0.00947,0.000196,0.0887,0.596,open.spotify.com/track/0dctFolLOGtoeTN2uzD3qV
Take on Me,a-ha,87,74,3.7546666666666666,0.573,0.902,0.018,0.00125,0.0928,0.876,open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
Our House,Madness,69,64,3.3853333333333335,0.589,0.715,0.0884,0.00105,0.0559,0.806,open.spotify.com/track/1EXrFPfVNVsyb32yapebbM
Save Tonight,Eagle-Eye Cherry,0,62,4.04555,0.545,0.699,9.44e-05,5.79e-05,0.12,0.6,open.spotify.com/track/2hdhm6piUJnmKXmEmskXCg
Reptilia,The Strokes,0,80,3.6637666666666666,0.488,0.65,0.000597,0.714,0.101,0.77,open.spotify.com/track/2hmibAtdObO8F4tnhLENuQ
Last Nite,The Strokes,77,80,3.2251,0.624,0.91,0.0285,0.000198,0.0789,0.767,open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA
Someday,The Strokes,72,80,3.05955,0.542,0.531,0.0033,1.51e-06,0.338,0.671,open.spotify.com/track/56NkIxSZZiMpFP5ZNSxtnT
You Only Live Once,The Strokes,0,80,3.153766666666667,0.63,0.908,0.0238,0.592,0.116,0.968,open.spotify.com/track/34wBynTTCXRdDSZ43eyGXi
Celebrity Skin,Hole,0,65,2.7082166666666665,0.443,0.896,1.35e-05,0.000101,0.369,0.733,open.spotify.com/track/2VTQAjZr7FPoEJD2sNoH3o
Should I Stay or Should I Go - Remastered,The Clash,82,73,3.149766666666667,0.743,0.836,0.0804,0.0,0.384,0.82,open.spotify.com/track/39shmbIHICJ2Wxnk1fPSdz
Rock the Casbah - Remastered,The Clash,74,73,3.7071,0.797,0.872,0.291,0.0,0.284,0.866,open.spotify.com/track/56KqaFSGTb7ifpt16t5Y1N
London Calling - Remastered,The Clash,74,73,3.3413333333333335,0.651,0.801,0.123,0.0,0.0825,0.776,open.spotify.com/track/5jzma6gCzYtKB1DbEwFZKH
I Fought the Law,The Clash,63,73,2.720666666666667,0.526,0.9,0.00539,4.12e-05,0.14,0.883,open.spotify.com/track/7lSDCrF11sdTVfjbAQVZE8
Train in Vain (Stand by Me) - Remastered,The Clash,67,73,3.2444333333333333,0.762,0.722,0.0922,0.000368,0.132,0.966,open.spotify.com/track/6ITuEsxEy2qPhqMowdDAeI
All The Small Things,blink-182,1,80,2.8,0.442,0.893,0.00844,0.0,0.529,0.712,open.spotify.com/track/12qZHAeOyTf93YAWvGDTat
What's My Age Again?,blink-182,1,80,2.4762166666666667,0.398,0.954,0.0133,0.000218,0.0891,0.433,open.spotify.com/track/1hWrl3T1kIH5b9zRHLfCOn
I Miss You,blink-182,0,80,3.7875,0.423,0.714,0.00113,6.28e-06,0.0855,0.593,open.spotify.com/track/0dRdb2IIRJil2IW0Q9rYZC
Have You Ever Seen The Rain,Creedence Clearwater Revival,82,80,2.6688833333333335,0.741,0.697,0.0664,2.28e-05,0.133,0.774,open.spotify.com/track/2LawezPeJhN4AWuSB0GtAU
Fortunate Son,Creedence Clearwater Revival,0,80,2.346216666666667,0.643,0.669,0.208,0.00664,0.151,0.609,open.spotify.com/track/3yI282DoIJyERd0vGukMoB
Bad Moon Rising,Creedence Clearwater Revival,0,80,2.36,0.647,0.762,0.0599,3.35e-06,0.0705,0.93,open.spotify.com/track/6NxsCnLeLd8Ai1TrgGxzIx
My Sacrifice,Creed,0,70,4.91,0.318,0.879,8.66e-05,1.04e-06,0.0808,0.25,open.spotify.com/track/7lNxDmqhKTOAlFBPCmkvLc
One Last Breath,Creed,0,70,3.970666666666667,0.39,0.702,0.00883,0.00207,0.342,0.195,open.spotify.com/track/623FjLu3438Wk5urTsN4sS
Higher,Creed,0,70,5.278883333333333,0.46,0.829,5.44e-05,9.2e-05,0.227,0.427,open.spotify.com/track/7mCRbaZCjHY2soGQPw93cY
Don't Stop Dancing,Creed,0,70,4.547766666666667,0.332,0.58,0.00664,0.0,0.34,0.148,open.spotify.com/track/7iKvKzdvyPHsJbagTguJAj
With Arms Wide Open - New Version With Strings,Creed,0,70,3.9211,0.321,0.688,0.0361,0.0,0.211,0.202,open.spotify.com/track/4pldO6ZS749Piqi4GISql8
Away In Silence,Creed,0,70,4.6786666666666665,0.457,0.856,0.0254,0.0,0.0853,0.309,open.spotify.com/track/7fBMHhsc3sJlnDJBKBB5lc
My Girl,The Temptations,0,70,2.75,0.572,0.418,0.635,0.0,0.0961,0.694,open.spotify.com/track/6RrXd9Hph4hYR4bf3dbM6H
"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,74,70,3.7804333333333333,0.583,0.905,0.0984,0.00019,0.0593,0.646,open.spotify.com/track/2vz1CsL5WBsbpBcwgboTAw
Do I Wanna Know?,Arctic Monkeys,0,88,4.539766666666667,0.55,0.532,0.174,0.000347,0.218,0.41,open.spotify.com/track/2UzMpPKPhbcC8RbsmuURAZ
R U Mine?,Arctic Monkeys,0,88,3.362216666666667,0.509,0.763,0.00708,0.0,0.224,0.635,open.spotify.com/track/7Jzsc04YpkRwB1zeyM39wE
Why'd You Only Call Me When You're High?,Arctic Monkeys,0,88,2.68555,0.698,0.627,0.0423,7.16e-06,0.0834,0.796,open.spotify.com/track/4kTd0TND65MUY4BlcmJ2cM
Suck It and See,Arctic Monkeys,64,88,3.7664333333333335,0.339,0.932,0.00105,0.114,0.255,0.586,open.spotify.com/track/0LxeKwg9t7HOnyfv4bTALT
Dancing Shoes,Arctic Monkeys,63,88,2.3522166666666666,0.522,0.889,0.00328,0.0,0.345,0.852,open.spotify.com/track/0hAMkY2kwdXPPDfQ1e3BmJ
Take Me Out,Franz Ferdinand,4,70,3.9504333333333332,0.278,0.676,0.000423,0.000899,0.136,0.494,open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM
Katherine Kiss Me,Franz Ferdinand,0,70,2.93,0.573,0.213,0.929,0.00211,0.118,0.357,open.spotify.com/track/3sz0P6mid328D1I1TFqIen
Carry on Wayward Son,Kansas,79,69,5.383333333333334,0.482,0.786,0.00321,8.88e-05,0.446,0.793,open.spotify.com/track/4DMKwE2E2iYDKY01C335Uw
Dust in the Wind,Kansas,80,69,3.4377666666666666,0.475,0.322,0.367,0.00056,0.11,0.387,open.spotify.com/track/6zeE5tKyr8Nu882DQhhSQI
Are You Gonna Be My Girl,Jet,79,66,3.5633333333333335,0.613,0.953,0.00148,0.000582,0.152,0.537,open.spotify.com/track/305WCRhhS10XUcH6AEwZk6
Last Resort,Papa Roach,0,76,3.33155,0.59,0.894,0.000387,0.000661,0.269,0.732,open.spotify.com/track/0SjhCnjTT2bXD9RtU8bFT9
Like a Stone,Audioslave,80,71,4.899333333333334,0.614,0.568,0.00797,0.0,0.0997,0.516,open.spotify.com/track/3YuaBvuZqcwN3CEAyyoaei
I Am the Highway,Audioslave,68,71,5.581766666666667,0.341,0.662,0.105,0.0,0.113,0.2,open.spotify.com/track/3bwAS8cN7Xtzvv5UurJOOX
Be Yourself,Audioslave,0,71,4.64955,0.423,0.845,0.143,5.07e-06,0.213,0.317,open.spotify.com/track/7r9ZTgy31yObGZE6ZYDlQg
Losing My Religion,R.E.M.,0,76,4.473766666666666,0.664,0.852,0.174,0.0,0.1,0.807,open.spotify.com/track/2wVXSc0IrQVodHESUxVUJA
Everybody Hurts,R.E.M.,0,76,5.337766666666667,0.303,0.319,0.65,0.0306,0.114,0.178,open.spotify.com/track/5Q30xdABnojqN3wBIhrsQp
Shiny Happy People,R.E.M.,0,76,3.7631,0.453,0.908,0.0285,0.03,0.258,0.74,open.spotify.com/track/3sw1PM6wj5aUq3kDrHJsk8
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,72,76,4.11555,0.381,0.894,0.0258,0.0,0.0251,0.797,open.spotify.com/track/2oSpQ7QtIKTNFfA08Cy0ku
Stand,R.E.M.,0,76,3.1942166666666667,0.654,0.899,0.366,0.0,0.136,0.877,open.spotify.com/track/2dqbx7w5rg29iv2Yk6JZDh
Imitation Of Life,R.E.M.,0,76,3.952,0.458,0.755,0.00417,4.86e-06,0.168,0.431,open.spotify.com/track/15B0fnVcLSB6ljuI1YQ2RE
Livin' On A Prayer,Bon Jovi,0,81,4.171766666666667,0.559,0.687,0.0591,3.59e-05,0.0896,0.854,open.spotify.com/track/2tyW1uBUnYMKAFEfKDKi9B
You Give Love A Bad Name,Bon Jovi,0,81,3.7288833333333335,0.559,0.825,0.0771,0.0,0.363,0.805,open.spotify.com/track/3U7H63zKWLjOuFZJUmTowp
It's My Life,Bon Jovi,0,81,3.74155,0.551,0.913,0.0263,1.35e-05,0.347,0.544,open.spotify.com/track/1zOaxkbS1kAY1gIi0g8sOm
Always,Bon Jovi,0,81,5.8886666666666665,0.377,0.658,0.117,0.0,0.0677,0.307,open.spotify.com/track/0kish3Tobj6Wq0we74343q
Wanted Dead Or Alive,Bon Jovi,0,81,5.137766666666667,0.279,0.54,0.0618,0.0488,0.307,0.24,open.spotify.com/track/46ERhnELy62toOMlxe14a3
Bed Of Roses,Bon Jovi,0,81,6.573333333333333,0.31,0.601,0.101,0.0,0.215,0.175,open.spotify.com/track/5Ac8sOEk91RTzD06ViNzqf
I'll Be There For You,Bon Jovi,0,81,5.776433333333333,0.358,0.737,0.0587,0.0,0.105,0.24,open.spotify.com/track/0wqxdcJoEYmDzQEykl7mU1
Have A Nice Day,Bon Jovi,0,81,3.818433333333333,0.5,0.899,4.84e-05,0.000198,0.0794,0.566,open.spotify.com/track/5ZyXUaBaeZYAZqHxKX8cKL
Because We Can,Bon Jovi,35,81,4.005766666666666,0.539,0.857,9.53e-05,0.0,0.347,0.577,open.spotify.com/track/5mMXofempHcnpxCwJ3Kd9r
That's What The Water Made Me,Bon Jovi,20,81,4.4291,0.402,0.915,0.000188,0.0,0.308,0.408,open.spotify.com/track/3KBuDYJj2VQzAVTowcKYU9
Superman Tonight,Bon Jovi,0,81,5.214433333333333,0.47,0.797,0.00403,0.0,0.128,0.157,open.spotify.com/track/5eEDTvSzKeW3MSNMmoMAIV
All About Lovin' You,Bon Jovi,0,81,3.7671,0.453,0.572,0.13,0.0,0.145,0.249,open.spotify.com/track/58ig3nwDMyTRW6uNLRXWuR
Misunderstood,Bon Jovi,0,81,3.501333333333333,0.486,0.883,0.0133,8.81e-06,0.0924,0.439,open.spotify.com/track/0TZGwR7lnzZU7yxZzh0uO2
Keep The Faith,Bon Jovi,0,81,5.77555,0.577,0.966,0.00116,0.000992,0.0754,0.569,open.spotify.com/track/4CMytPg5ZFmBCFJGI4tUJj
In These Arms,Bon Jovi,0,81,5.320433333333333,0.509,0.915,0.00896,8.94e-06,0.194,0.445,open.spotify.com/track/0T01XTx9hgEbQ4n9tJLFm1
Born To Be My Baby,Bon Jovi,0,81,4.668433333333334,0.535,0.961,0.0102,0.0,0.346,0.757,open.spotify.com/track/4hHqam9vooyNy4Kw1fZIIF
Someday I'll Be Saturday Night,Bon Jovi,0,81,4.648883333333333,0.565,0.869,0.15,0.0,0.335,0.653,open.spotify.com/track/00CCaqeqjBvDESkXikT68l
Amen,Bon Jovi,17,81,4.212433333333333,0.369,0.41,0.154,0.0,0.102,0.253,open.spotify.com/track/0RE322cihqJemJE6WJCuQL
This House Is Not For Sale,Bon Jovi,0,81,3.609766666666667,0.515,0.83,0.000176,3.83e-06,0.171,0.709,open.spotify.com/track/1QetGUYz00BdnedZkDVt4u
I Wanna Be Sedated - 2002 Remaster,Ramones,62,70,2.4911,0.597,0.96,0.169,2.89e-05,0.105,0.937,open.spotify.com/track/6vvmYYUvGXtZLU8msxKvzF
Blitzkrieg Bop - 2016 Remaster,Ramones,75,70,2.2411,0.385,0.783,0.000269,0.47,0.108,0.902,open.spotify.com/track/4KcH1ZRV2W1q7Flq0QqC76
Pet Sematary,Ramones,63,70,3.4851,0.437,0.953,0.000498,0.000863,0.235,0.667,open.spotify.com/track/07b5vArZtW08PuEqCw61Ei
Sheena Is a Punk Rocker - 2017 Remaster,Ramones,66,70,2.832,0.42,0.965,0.0981,0.000335,0.0784,0.846,open.spotify.com/track/61MZN0yyMWSEwrLPUUGfgJ
Poison Heart,Ramones,60,70,4.057766666666667,0.519,0.967,0.00385,0.000344,0.0966,0.675,open.spotify.com/track/6yXm3xUj0fcN4dGwBAl9qM
I Believe in a Thing Called Love,The Darkness,73,60,3.62755,0.442,0.846,0.0538,4.71e-06,0.282,0.622,open.spotify.com/track/756CJtQRFSxEx9jV4P9hpA
I Believe in Miracles,Ramones,51,70,3.3137666666666665,0.426,0.867,5.83e-05,0.00139,0.12,0.708,open.spotify.com/track/6YYGoARcDRYdJu9ezMPzUx
Push,Matchbox Twenty,74,70,3.9777666666666667,0.42,0.672,0.0067,0.0,0.108,0.476,open.spotify.com/track/2KVwlelhxKUy8LVV6JypH3
3AM,Matchbox Twenty,74,70,3.7657666666666665,0.521,0.673,0.00573,0.0,0.12,0.543,open.spotify.com/track/5vYA1mW9g2Coh1HUFUSmlb
Unwell - 2007 Remaster,Matchbox Twenty,63,70,3.9544333333333332,0.442,0.793,0.0456,0.0,0.328,0.437,open.spotify.com/track/66s45uMhk7Y4z0xUgESdm3
Bent,Matchbox Twenty,58,70,4.268883333333333,0.518,0.83,0.0404,3.85e-06,0.375,0.527,open.spotify.com/track/6fA7akEuTUL3dW1V0GELaZ
She's so Mean,Matchbox Twenty,64,70,3.872,0.672,0.875,0.0136,0.0,0.279,0.676,open.spotify.com/track/2toY6JyyfKy9TwNk3Ou2XG
Summer Of '69,Bryan Adams,0,78,3.6008833333333334,0.507,0.843,0.0191,0.0,0.08,0.704,open.spotify.com/track/3bYCGWnZdLQjndiKogqA3G
Heaven,Bryan Adams,0,78,4.056,0.269,0.572,0.059,1.3e-06,0.123,0.364,open.spotify.com/track/4LOgi2TAAoKU9ImfzRrCPO
(Everything I Do) I Do It For You,Bryan Adams,0,78,6.560666666666667,0.52,0.363,0.0752,1.13e-05,0.0609,0.273,open.spotify.com/track/76qB2ZEZlEJAMqMqUjKusp
Chop Suey!,System Of A Down,0,81,3.504,0.42,0.929,0.000353,0.000747,0.122,0.3,open.spotify.com/track/5V3mdRI2yQxbSsJGDPc5lD
Toxicity,System Of A Down,0,81,3.6488833333333335,0.407,0.876,0.000254,0.00265,0.215,0.521,open.spotify.com/track/7MeXwzhSDGfqNfuFANgzVC
Lonely Day,System Of A Down,76,81,2.7984333333333336,0.47,0.796,0.362,1.1e-06,0.133,0.215,open.spotify.com/track/1VNWaY3uNfoeWqb5U8x2QX
Numb,Linkin Park,86,87,3.0931,0.496,0.863,0.0046,0.0,0.639,0.243,open.spotify.com/track/2nLtzopw4rPReszdYBJU6h
In the End,Linkin Park,87,87,3.6146666666666665,0.556,0.864,0.00958,0.0,0.209,0.4,open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
CASTLE OF GLASS,Linkin Park,76,87,3.4233333333333333,0.615,0.911,0.0686,0.00188,0.0908,0.685,open.spotify.com/track/1r1fPuhj9H4VdXr7OK6FL5
The Anthem,Good Charlotte,77,70,2.9182166666666665,0.494,0.939,0.00666,0.0,0.139,0.893,open.spotify.com/track/0BRHnOFm6sjxN1i9LJrUDu
I Think We're Alone Now - Single Version,Tommy James & The Shondells,60,58,2.172,0.783,0.42,0.0722,0.0316,0.0692,0.716,open.spotify.com/track/3AXDLGI5TIYi72JcYFvNpv
The Kids Aren't Alright,The Offspring,0,79,3.002666666666667,0.527,0.941,0.00594,2.89e-05,0.0641,0.793,open.spotify.com/track/01a0J96fRD91VnjQQUCqMK
Come Out And Play (Keep ‘Em Separated),The Offspring,0,79,3.296666666666667,0.471,0.857,0.0524,9.29e-06,0.0877,0.847,open.spotify.com/track/6mHa1qKQRA5dCFHL1Te7Q5
Self Esteem,The Offspring,0,79,4.296,0.439,0.909,0.0266,0.0,0.367,0.597,open.spotify.com/track/7KxMm3ACHHuIa48MLIbOCm
Pretty Fly (For A White Guy),The Offspring,0,79,3.144433333333333,0.722,0.895,0.101,1.27e-06,0.0695,0.963,open.spotify.com/track/51T1wGHtx6hXW89UCzw1Rc
"You're Gonna Go Far, Kid",The Offspring,0,79,2.963766666666667,0.55,0.913,0.00564,0.0,0.2,0.581,open.spotify.com/track/2G8IHtLBcgu2GXTwq0iB4Y
Why Don't You Get A Job,The Offspring,0,79,2.874433333333333,0.767,0.876,0.0812,1.36e-06,0.337,0.595,open.spotify.com/track/027h5P3kCyktHv9dpHUBBS
Want You Bad,The Offspring,0,79,3.3762166666666666,0.493,0.965,6.37e-05,1.29e-06,0.316,0.609,open.spotify.com/track/5EuWYcCiqOaf9jkWBauDFN
Staring At The Sun,The Offspring,0,79,2.2264333333333335,0.399,0.952,0.236,0.0,0.14,0.737,open.spotify.com/track/0w9HCom5v1vqXWOLYjlBqe
She's Got Issues,The Offspring,0,79,3.8108833333333334,0.64,0.943,0.214,2.61e-06,0.202,0.745,open.spotify.com/track/73oDrGpcR5R5tQ9P9VWB3R
Days Go By,The Offspring,0,79,4.029766666666666,0.399,0.975,0.00262,0.0,0.145,0.36,open.spotify.com/track/1hvY0umI4wy2bSqWWH4fqv
What Happened to You?,The Offspring,55,79,2.2022166666666667,0.469,0.943,0.14,0.0,0.155,0.925,open.spotify.com/track/3U8LpjEbSlUQusIifQ3yBp
We're Not Gonna Take It,Twisted Sister,77,66,3.6611,0.502,0.924,0.0127,0.0,0.162,0.922,open.spotify.com/track/1hlveB9M6ijHZRbzZ2teyh
I Wanna Rock,Twisted Sister,75,66,2.996,0.504,0.911,0.00512,0.0123,0.355,0.671,open.spotify.com/track/70Z9t1qhytWtG4cCmmi7mU
We Built This City,Starship,1,68,4.934666666666667,0.661,0.908,0.052,0.0,0.0708,0.656,open.spotify.com/track/7aHRctaQ7vjxVTVmY8OhAA
Pour Some Sugar on Me,Def Leppard,0,73,4.536216666666666,0.414,0.953,0.00156,0.0,0.99,0.462,open.spotify.com/track/0pKGbgGzZ4yLydQvcgI8HN
Photograph,Def Leppard,0,73,6.22755,0.44,0.97,0.00113,1.24e-06,0.864,0.334,open.spotify.com/track/2e8miHLOoPNVTGU74wwvzC
Animal,Def Leppard,0,73,4.118216666666667,0.551,0.922,3.87e-05,1.29e-05,0.98,0.44,open.spotify.com/track/1emyhXPtmqzJJSdreIEf9X
